7.854
6.051
6.921
6.523
6.721
8.523
7.125
7.046
7.886
8.222
8.155
7.222
7.921
8.699
8.222
8.699
8.523
7.721
7.638
7.620
7.252
7.187
7.377
6.523
7.602
7.244
7.678
7.046
6.046
7.131
7.658
8.398
7.174
7.678
7.699
8.398
6.917
7.699
6.569
8.699
8.398
8.301
7.921
8.301
9.000
7.046
7.377
7.046
7.046
