3.35
3.87
4
4.39
4.38
4.31
4.44
4.31
4.31
4.73
4.5
5.69
4.52
5.08
5.24
5.15
5.76
5.91
5.86
5.49
5
6.81
5.8
5.97
6.25
6.5
6.9
6.75
2.92
3.22
3.92
4.18
4.97
5.4
5.2
5.75
5.78
